Hospital Name,Name,Specialities,Areas of Focus
Mayo Clinic,"Alice Y. Chang, M.D., M.S.",,"Polycystic ovary syndrome, Pheochromocytoma, Congenital adrenal hyperplasia, Benign adrenal tumor"
Mayo Clinic,"Brent A. Chang, M.D.",Otolaryngologist,"Thyroid surgery, Microvascular reconstruction, Neck surgery, Reconstructive surgery, Facial reconstruction, Parathyroid...ectomy, Parotid gland surgery, Transoral laser microsurgery, Transoral robotic surgery, Oral surgery, Parotid gland tumor, Skin cancer, Tonsil cancer, Throat cancer, Salivary gland tumor, Salivary gland cancer, Thyroid nodule, Head and neck cancer, Laryngeal cancer, Tongue base cancer, Mouth tumor, Parotid cancer, Mouth cancer, Thyroid cancer, Tongue cancer, Oropharyngeal cancer"
Mayo Clinic,"Ian C. Chang, M.D.",Cardiologist,
Mayo Clinic,"April Chang-Miller, M.D.","Internist, Rheumatologist","Psoriatic arthritis, Spondyloarthritis, Ankylosing spondylitis"
Mayo Clinic,"Paula D. Chantigian, M.D.",Gynecologist,
Mayo Clinic,"Robert C. Chantigian, M.D.",Anesthesiologist,"General anesthesia administration, Liver transplant"
Mayo Clinic,"Alyssa B. Chapital, M.D., Ph.D.",General Surgeon,
Mayo Clinic,"Panithaya Chareonthaitawee, M.D.",Cardiologist,"Cardiac PET scan, Nuclear stress test, High blood pressure, Heart failure, Coronary artery disease, Acute coronary synd...rome, Hyperlipidemia, Endothelial dysfunction, Atrial fibrillation"
Mayo Clinic,"Joseph C. Charles, M.B., Ch.B., M.D.",Internist,Acupuncture
Mayo Clinic,"Jonathan E. Charnin, M.D.",Anesthesiologist,
Mayo Clinic,"David M.H. Chascsa, M.D.","Transplant Hepatologist, Internist, Gastroenterologist",Nonalcoholic fatty liver disease
Mayo Clinic,"Asma J. Chattha, M.B.B.S.",Pediatrician,"Fertility preservation, Polycystic ovary syndrome"
Mayo Clinic,"Sanjay Chaudhary, M.B.B.S.",Critical Care Specialist,
Mayo Clinic,"Rajeev Chaudhry, M.B.B.S., M.P.H.","Internist, Clinical Informaticist",
Mayo Clinic,"Mohit Chauhan, M.B.B.S.",Psychiatrist,Mood disorder
Mayo Clinic,"Augustine S. Chavez, M.D.",Family Physician,Chronic illness
Mayo Clinic,"Fouad T. Chebib, M.D.",,"Kidney dialysis, Pancreas transplant, Kidney transplant, Transplant, Chronic kidney disease, High blood pressure, End-s...tage renal disease, Kidney cyst, Polycystic kidney disease, Acute kidney failure, Kidney stone, Glomerular disease"
Mayo Clinic,"Victor G. Chedid, M.D., M.S.",Gastroenterologist,"Colonoscopy, Upper endoscopy, Crohn's disease, Ulcerative colitis, Inflammatory bowel disease"
Mayo Clinic,"Alicia Chen, M.D.",Radiologist,
Mayo Clinic,"Anita H. Chen, M.D.","Gynecologist, Urogynecologist","Minimally invasive surgery, Hysteroscopy, Rectovaginal fistula repair, Urethral bulking, Urethral diverticulum surgery,... Vaginal hysterectomy, Gynecological surgery, Botox injection, Laparoscopic surgery, Cystourethroscopy, Pelvic floor reconstruction, Hysterectomy, Robotic surgery, Urinary sling procedure, Vesicovaginal fistula repair , Midurethral sling surgery, Sacrocolpopexy, Sacral nerve stimulation, Vaginal repair, Overactive bladder, Anterior prolapse, Urge incontinence , Fistula, Uterine prolapse, Urethral diverticulum, Rectocele, Pelvic organ prolapse, Stress incontinence, Urinary incontinence, Fecal incontinence, Enterocele"
Mayo Clinic,"Beiyun Chen, M.D., Ph.D.",Pathologist,
Mayo Clinic,"Dong Chen, M.D., Ph.D.",Pathologist,
Mayo Clinic,"Frank K. Chen, M.D.",,"Image-guided diagnostic procedure, CT-guided biopsy, Ultrasound, MRI"
Mayo Clinic,"Frederick Chen, M.D.",Radiologist,Kidney biopsy
Mayo Clinic,"Horng H. Chen, M.D.","Echocardiographer, Cardiologist","Transesophageal echocardiogram, Echocardiogram, Coronary artery disease, Structural heart disease, Heart failure"
Mayo Clinic,"John J. Chen, M.D., Ph.D.",,"Temporal artery biopsy, Cataract surgery, Optic neuritis, Nystagmus, Ischemic optic neuropathy, Double vision, Pituitar...y tumor, Pseudotumor cerebri, Neuromyelitis optica"
Mayo Clinic,"Longwen Chen, M.D., Ph.D.",Pathologist,
Mayo Clinic,"Ruqin Chen, M.D., M.B.",Oncologist,"Targeted drug therapy, Immunotherapy, Hormone therapy for prostate cancer, Chemotherapy, Prostate cancer, Kidney cancer..., Melanoma, Bladder cancer"
Mayo Clinic,"Selby G. Chen, M.D.",Neurosurgeon,"Lumbar laminectomy, Thoracic laminectomy, Cervical disk replacement, Lumbar pseudoarthrosis procedure, Cervical pseudoa...rthrosis procedure, Lumbar diskectomy, Thoracic scoliosis surgery, Cervical laminectomy, Robotic spine surgery, Thoracic diskectomy, Lumbar scoliosis surgery, Lumbar fusion, Minimally invasive surgery, Thoracic fusion, Cervical diskectomy, Back surgery, Cervical scoliosis surgery, Cervical spine surgery, Cervical spine fusion, Spine procedure, Thoracic pseudoarthrosis procedure, Spinal cord tumor, Disk disease, Discogenic back pain, Glioma"
Mayo Clinic,"Stella X. Chen, M.D.",Dermatologist,"Connective tissue disorder, Dermatomyositis, Morphea, Hidradenitis suppurativa, Psoriasis, Lupus"
Mayo Clinic,"Ying Ying (Christina) Chen, M.D.","Internist, Geriatrician",Integrative medicine
Mayo Clinic,"Megan C. Cheney, M.D.",Gynecologist,"Intrauterine device method, Loop electrosurgical excision procedure, Cervical biopsy, Vaginal biopsy, Endometrial ablat...ion, Colposcopy, Hysteroscopy, Endometrial biopsy, Contraceptive implant method, Vulvar biopsy, Menopause, Hot flashes, Vulvar disorder, Painful intercourse, Vaginitis, Uterine polyps, Menstrual cramps, Menstrual cycle conditions, Sexually transmitted disease, Yeast infection, Bartholin cyst, Breast cysts and lumps, Cervical intraepithelial neoplasia grade 3, Cervical intraepithelial neoplasia grade 2, Cervical dysplasia, Ovarian cyst, Breast pain, Postmenopausal bleeding, Bacterial vaginosis, Vulval irritation, Lichen sclerosus, Infertility"
Mayo Clinic,"Scott M. Cheney, M.D.",,"HoLEP, Partial nephrectomy, Ureteroscopy, Prostatectomy, Robotic surgery, Laparoscopic surgery, Nephrectomy, Ureteropel...vic junction obstruction, Kidney cancer, Prostate cancer, Bladder cancer, Kidney stone, Prostate disorder"
Mayo Clinic,"Supavit (Mac) Chesdachai, M.D.","Internist, Infectious Disease Specialist","Bacteremia, Infection in the immunocompromised, Transplant-associated infection, Device-associated infection , HIV/AIDS..., General infectious diseases"
Mayo Clinic,"William P Cheshire, Jr., M.D.",Neurologist,"Multiple system atrophy, Trigeminal neuralgia, Autonomic neuropathy, Orthostatic hypotension"
Mayo Clinic,"Joseph Cheung, M.D.",Sleep Medicine Specialist,"Polysomnography, Multiple sleep latency test, Actigraphy, Insomnia, Restless legs syndrome, REM sleep behavior disorder..., Idiopathic hypersomnia, Circadian rhythm disorder, Central sleep apnea, Obstructive sleep apnea, Parasomnia, Narcolepsy, Sleep disorders, Sleep-related breathing disorder"
Mayo Clinic,"Wisit Cheungpasitporn, M.D.","Internist, Nephrologist","Dialysis, Peritoneal dialysis, Continuous renal replacement therapy, Continuous ambulatory peritoneal dialysis, Hemodia...lysis, Glomerular disease, End-stage renal disease, Glomerulonephritis, Hyponatremia, Chronic kidney disease, Diabetic nephropathy, Kidney stone, Kidney failure, Chronic kidney disease mineral and bone disorder, Kidney injury, Hypertensive nephropathy"
Mayo Clinic,"Andrea L. Cheville, M.D.",Physiatrist,"Pain management, Cancer rehabilitation, Palliative care, Lymphedema, Pain, Klippel-Trenaunay syndrome"
Mayo Clinic,"Anikar Chhabra, M.D.","Sports Medicine Specialist, Orthopedic Surgeon","Meniscus transplant, Osteotomy, Knee reconstruction, Cartilage repair, Shoulder arthroscopy, Knee surgery, Arthroscopy,... Shoulder replacement surgery, Knee disorder, Sports injury, Multiligament knee injury, Concussion"
Mayo Clinic,"Saurabh Chhabra, M.B.B.S., M.D.",Hematologist / Oncologist,
Mayo Clinic,"Chia-Chun Chiang, M.D.","Vascular Neurologist, Headache Specialist","Nerve block, Botox injection, Migraine, Migraine with aura, Trigeminal neuralgia, Medication overuse headache, Stroke, ...Moyamoya disease, Cluster headache"
Mayo Clinic,"Sergio E. Chiarella, M.D.",Allergist-Immunologist,"Hay fever, Rhinitis, Asthma, Chronic hives, Chronic sinusitis"
Mayo Clinic,"Daniel (Dan) S. Childs, M.D.",Oncologist,"Cancer treatment, Cancer survivorship program, Rare disorders, Testicular cancer, Prostate cancer, Cancer, Kidney cance...r, Bladder cancer"
Mayo Clinic,"Ana-Maria Chindris, M.D.","Internist, Endocrinologist",
Mayo Clinic,"Eduardo N. Chini, M.D., Ph.D.",Anesthesiologist,"Chest surgery, Vascular access surgery, Malignant hyperthermia"
Mayo Clinic,"Ashish V. Chintakuntlawar, M.B.B.S., Ph.D.",,"Pheochromocytoma, Thyroid cancer, Salivary gland tumor, Head and neck cancer, Adrenal cancer"
Mayo Clinic,"Anca Chiriac, M.D., Ph.D.",Cardiac Electrophysiologist,"Pacemaker insertion, Atrial fibrillation ablation, Cardiac resynchronization therapy, Atrial flutter ablation, Echocard...iogram, SVT ablation, Ventricular tachycardia ablation, Implantable cardioverter-defibrillator insertion, Heart failure, Ventricular tachycardia, Atrial fibrillation, Atrial flutter, Congenital heart disease, Wolff-Parkinson-White syndrome, Sudden cardiac arrest, Conduction system disease, Ventricular fibrillation, Supraventricular tachycardia"
Mayo Clinic,"Razvan M. Chirila, M.D.",,
Mayo Clinic,"Shannon Y. Chiu, M.D.",Neurologist,"Deep brain stimulation, Atypical Parkinsonism, Lewy body dementia, Tremor, Dystonia, Parkinson's disease"
Mayo Clinic,"Mitchell (Mitch) F. Chlopek, M.D.",Hospitalist,
Mayo Clinic,"Kevin D. Chodnicki, M.D.",Ophthalmologist,"Cataract surgery, Optic neuritis, Ischemic optic neuropathy, Double vision, Pseudotumor cerebri"
Mayo Clinic,"Tony Y. Chon, M.D.",Internist,"Integrative medicine, Acupuncture"
Mayo Clinic,"C. Richard Choo, M.D.",Radiation Oncologist,"Radiation therapy, Proton therapy, Brachytherapy, Intensity-modulated radiation therapy, Testicular cancer, Prostate ca...ncer, Bladder cancer"
Mayo Clinic,"Grace M. Choong, M.D.","Gynecologic Oncologist, Oncologist","Breast cancer, Gynecologic cancer"
Mayo Clinic,"Samuel R. Choulet, M.D.","Internist, Hospitalist",
Mayo Clinic,"George K. Chow, M.D.",Urologist,"Donor nephrectomy, Endovenous thermal ablation, Laparoscopic surgery, Robotic prostatectomy"
Mayo Clinic,"April R. Christensen, M.D., M.S.",,
Mayo Clinic,"Chancey L. Christenson, M.D.","Pathologist, Clinical Informaticist","Apheresis, Myasthenia gravis, Sickle cell anemia, Transplant rejection"
Mayo Clinic,"Melody A. Christians, M.D.",Internist,
Mayo Clinic,"Ying-Hsia Chu, M.D.",Pathologist,
Mayo Clinic,"Heidi K. Chua, M.D.","General Surgeon, Colon and Rectal Surgeon","J-pouch surgery, Sacral nerve stimulation for fecal incontinence, Rectal prolapse surgery, Coloanal anastomosis, Colore...ctal surgery, Anorectal surgery, Minimally invasive abdominal surgery, Colectomy, Colostomy, Intraoperative radiation therapy, Proctectomy, Flexible sigmoidoscopy, Ileostomy surgery, Polyposis syndromes, Rectal cancer, Hemorrhoids, Anal fissure, Ulcerative colitis, Rectal prolapse, Carcinoid tumor, Pelvic floor dysfunction, Recurrent cancer, Anal fistula, Lynch syndrome, Inflammatory bowel disease, Anorectal disease, Anorectal abnormality, Abscess, Fecal incontinence, Familial adenomatous polyposis, Colonic dysmotility, Anal cancer, Crohn's disease"
Mayo Clinic,"Saranya Chumsri, M.D.",Oncologist,Breast cancer
Mayo Clinic,"Darryl S. Chutka, M.D.",Internist,Urinary incontinence
Mayo Clinic,"Mine Cicek, Ph.D.",,
Mayo Clinic,"Robert R. Cima, M.D.","Colon and Rectal Surgeon, General Surgeon","Anorectal surgery, Flexible sigmoidoscopy, Coloanal anastomosis, Colorectal surgery, Ileostomy surgery, Colectomy, Colo...noscopy, Colostomy, Transanal endoscopic microsurgery, Robotic ventral hernia repair, Minimally invasive abdominal surgery, Laparoscopic surgery, J-pouch surgery, Lynch syndrome, Hemorrhoids, Abscess, Inflammatory bowel disease, Colon cancer, Familial adenomatous polyposis, Crohn's disease, Anal fissure, Diverticulitis, Recurrent cancer, Fistula, Carcinoid tumor, Polyposis syndromes, Anorectal disease, Colon polyps, Colonic dysmotility, Ulcerative colitis, Anal fistula"
Mayo Clinic,"Jeremy M. Clain, M.D.","Critical Care Specialist, Internist, Pulmonologist",
Mayo Clinic,"Jonathan E. Clain, M.D.",,Endoscopic ultrasound
Mayo Clinic,"Adrianna D. Clapp, M.D.",Family Physician,
Mayo Clinic,"Heather M. Clark, Ph.D.","Speech-Language Pathologist, Neurologic Communicative Disorder Specialist","Videofluoroscopic swallowing study, Apraxia, Velopharyngeal insufficiency, Aphasia, Dysarthria, Dysphagia, Childhood ap...raxia of speech"
Mayo Clinic,"Matthew M. Clark, Ph.D., L.P.",Psychologist,
Mayo Clinic,"Bart L. Clarke, M.D.",,"Hyperparathyroidism, Osteoporosis, Metabolic bone disease, Hypoparathyroidism, Paget's disease of the bone"
Mayo Clinic,"Henry D. Clarke, M.D.",Orthopedic Surgeon,"Knee reconstruction, Joint replacement surgery, ACL surgery, Hip replacement, Knee replacement, Hip arthritis, Sports i...njury"
Mayo Clinic,"Michelle (M. J.) J. Clarke, M.D.",Neurosurgeon,"Brain tumor surgery, Chiari malformation surgery, Spine tumor surgery, Spinal fusion, Vascular malformation, Brain tumo...r, Chiari malformation, Spinal tumor, Spinal cord tumor"
Mayo Clinic,"Alfredo L. Clavell, M.D.",Cardiologist,"Heart valve disease, Heart failure"
Mayo Clinic,"David W. Claypool, M.D.",Internist,
Mayo Clinic,"Casey M. Clements, M.D., Ph.D.",Emergency Medicine Physician,"Shock, Infectious disease, Sepsis"
Mayo Clinic,"Steven R. Clendenen, M.D.",Anesthesiologist,
Mayo Clinic,"Jacob N. Clendenon, M.D.",Transplant Surgeon,"Pancreas transplant, Kidney transplant"
Mayo Clinic,"William (Bill) Cliby, M.D.","Gynecologist, Gynecologic Oncologist","Hysteroscopy, Minimally invasive surgery, Cervical cerclage, Pelvic exenteration, Robotic hysterectomy, Endometriosis s...urgery, Diagnostic hysteroscopy, Vaginal hysterectomy, Vulvectomy, Minimally invasive surgical staging, Vaginectomy, Sentinel node biopsy, Diagnostic laparoscopy, Debulking surgery, Abdominal hysterectomy, Robotic surgery, Ovarian remnant removal, Conization, Trachelectomy, Reconstructive surgery, Fertility sparing surgery, Minimally invasive hysterectomy, Gynecological surgery, Ovarian cancer, Gynecologic cancer, Germ cell tumor, Ovarian remnant syndrome, Uterine polyps, Lower genital tract dysplasia, Vaginal cancer, Ovarian cyst, Cervical cancer, Vulvar dysplasia, Cervical dysplasia, Peritoneal cancer, Adnexal tumors, Vulvodynia, Cancer during pregnancy, Cancer, Endometrial cancer, Vulvar cancer, Ectopic pregnancy, Uterine fibroid, Fallopian tube cancer, Endometriosis"
Mayo Clinic,"Mary (Jennings) J. Clingan, M.D.",Radiologist,"Ultrasound, MRI, CT scan"
Mayo Clinic,"Harry Cloft, M.D., Ph.D.",Radiologist,"Carotid angioplasty and stenting, Coronary angioplasty and stenting, Brain tumor, Brain aneurysm, Hereditary hemorrhagi...c telangiectasia"
Mayo Clinic,"Caroline G. Clune, M.D.",,
Mayo Clinic,"Steven H. Cobb, M.D.",Ophthalmologist,"Eye floaters, Eye infection, Eye problem, Eye injury"
Mayo Clinic,"Don (Chamil) C. Codipilly, M.D.",Gastroenterologist,"Esophageal manometry, pH testing, Esophagoscopy, Colonoscopy, Esophageal dilatation, Barrett's esophagus, Eosinophilic ...gastroenteritis, Esophageal cancer, Esophageal stricture, Eosinophilic esophagitis, Gastroesophageal reflux disease, Achalasia, Dysphagia"
Mayo Clinic,"Nayantara Coelho-Prabhu, M.B.B.S.",Gastroenterologist,"Balloon assisted endoscopy, Colonoscopy, Endoscopic submucosal dissection, Upper endoscopy, Endoscopic mucosal resectio...n, Enteral stenting, Colon polyps, Inflammatory bowel disease, Gastrointestinal bleeding"
Mayo Clinic,"Shelagh A. Cofer, M.D.",Otolaryngologist,"Velopharyngeal insufficiency surgery, CO-2 laser treatment, Phonosurgery, Laryngotracheal reconstruction, Cleft lip rep...air, Sinus surgery, Otoplasty, Cleft palate repair, Congenital anomaly of the trachea, Tracheal stenosis, Subglottic stenosis, Congenital neck anomaly, Congenital craniofacial anomaly, Cleft palate, Tumors and masses, Head and neck cancer, Sinusitis, Laryngeal papillomatosis, Laryngeal trauma, Velopharyngeal insufficiency, Vocal cord paralysis, Laryngeal cleft, Vascular malformation, Cleft lip, Congenital anomaly of the larynx"
Mayo Clinic,"Petrice M. Cogswell, M.D., Ph.D.",Radiologist,
Mayo Clinic,"Jackie L. Cohrs, O.D.",Optometrist,"Glaucoma, Cataract"
Mayo Clinic,"Brendon M. Colaco, M.B.B.S.",,"Polysomnography, Bronchoscopy, Endobronchial ultrasound biopsy, Thoracentesis, Bronchiectasis, Complex sleep apnea, Int...erstitial lung disease, Asthma attack, Obstructive sleep apnea, Central sleep apnea, COPD"
Mayo Clinic,"Kristina (Kristi) M. Colbenson, M.D.","Sports Medicine Specialist, Emergency Medicine Physician",Traumatic injury
Mayo Clinic,"Christopher E. Colby, M.D.","Neonatologist, Pediatrician",
Mayo Clinic,"Thomas V. Colby, M.D.",Pathologist,
Mayo Clinic,"Joseph P. Colgan, M.D.","Internist, Hematologist","Lymphoma, Hodgkin lymphoma"
Mayo Clinic,"Michael B. Colgan, M.D.",Dermatologist,
Mayo Clinic,"Jill J. Colglazier, M.D.","Vascular Surgeon, General Surgeon","Mesenteric artery bypass, Carotid endarterectomy, Arteriovenous fistula surgery, Carotid angioplasty and stenting, Thro...mbectomy, Carotid artery reconstruction, Thrombolysis, Varicose vein ablation, Endovascular aneurysm repair, Thoracic aortic aneurysm surgery, Carotid angiogram, Femoral endarterectomy, Aortic aneurysm repair, Fistulogram, Endovascular reconstruction, Aneurysm surgery, Thoracic endovascular aneurysm repair , Endovascular treatment, Angiogram, Angioplasty, Vascular malformation, Carotid artery disease, Varicose vein, Claudication, Deep vein thrombosis, Aortic dissection, Thoracic outlet syndrome, Fibromuscular dysplasia, Cerebrovascular disease, Arteriosclerosis/atherosclerosis, Aortic disorder, Arteriovenous malformation, Peripheral artery disease, Thoracoabdominal aortic aneurysm, Abdominal aortic aneurysm, Popliteal artery entrapment syndrome, Venous aneurysm, Carotid body tumor, Median arcuate ligament syndrome, Aortoiliac disease, Renal artery aneurysm, Carotid artery dissection, Arteriovenous fistula, Venous malformation, Vascular graft infection, Aortic ulcer, Popliteal aneurysm, Venous insufficiency, Aneurysm, Aortic aneurysm, Arterial aneurysm, Thoracic aortic aneurysm, Vascular anomaly, Lymphedema, Venous disorder, Mesenteric ischemia, Nutcracker syndrome , Marfan syndrome, Takayasu's arteritis, Critical limb ischemia"
